french,fertility,prob
pure,1,0.1859020653389676
moyen,0,0.44654433125953497
moyen,4,0.00015766828750585161
moyen,2,0.10069664164076311
moyen,3,0.007629317800708675
moyen,1,0.44497204101148735
verheugen,0,0.11918530336822239
verheugen,4,0.000572295220009725
verheugen,2,0.26749367315399947
verheugen,3,0.023985283790127484
verheugen,1,0.588763444467641
seuil,0,0.06558543588787426
seuil,4,0.0019336997016254542
seuil,2,0.3738861296529254
seuil,3,0.052869689485494344
seuil,1,0.5057250452720806
léquilibre,0,0.2503159383309315
léquilibre,2,0.08727281591253568
léquilibre,3,0.00306229255175135
léquilibre,1,0.6593489532047815
sortir,0,0.4489454115499937
sortir,4,0.12025770122016481
sortir,2,0.03935443197653662
sortir,3,0.10026815873818698
sortir,5,0.01635715207451705
sortir,6,0.0004822247908099437
sortir,1,0.27433491964979095
élection,0,0.47829423463616266
élection,2,0.055629412737555076
élection,3,0.0016030940062663741
élection,1,0.46447325862001587
communiqué,0,0.008678413806390254
communiqué,4,0.0020513342011774034
communiqué,2,0.6834404376194212
communiqué,3,0.07740768458148246
communiqué,1,0.22842212979152873
chômeurs,0,0.11500467457022145
chômeurs,2,0.09030639458912164
chômeurs,3,0.0024928330033890844
chômeurs,1,0.7921960978372679
denfants,0,0.09217104901923148
denfants,4,0.001477678399542964
denfants,2,0.39831855231063995
denfants,3,0.05003771054848124
denfants,1,0.4579950097221044
controversées,0,0.09466314846275715
controversées,2,0.08792338402788027
controversées,3,0.0021861558714847094
controversées,1,0.8152273116378779
sous-estimons,0,0.11809921029229688
sous-estimons,2,0.11291225119997263
sous-estimons,3,0.0037578705695911975
sous-estimons,1,0.7652306679381393
minute,0,0.43430464611899117
minute,2,0.06567031487528639
minute,3,0.002229517084473955
minute,1,0.49779552192124854
marchandises,0,0.12925559321462696
marchandises,4,0.00127824449020841
marchandises,2,0.2441734277754852
marchandises,3,0.03345466552019933
marchandises,1,0.5918380689994801
prendrons,0,0.0012932472286808344
prendrons,4,0.20015686380036926
prendrons,7,0.0010790126842538952
prendrons,2,0.3798491918150766
prendrons,3,0.07232119213397195
prendrons,5,0.2376915986982475
prendrons,6,0.03709209003098707
prendrons,1,0.07051680360841295
meure,4,0.36402337017150144
meure,2,0.10462011161317453
meure,3,0.47607422859593834
meure,5,0.05357150527934785
meure,6,0.001710784340037906
soutenez,0,0.8016433081489798
soutenez,2,0.010682926378028059
soutenez,1,0.18767376547299222
marge,0,0.3515829712618781
marge,4,0.0008698465733931785
marge,2,0.18844723475045916
marge,3,0.023773691018884154
marge,1,0.43532625639538547
recommande,0,0.38559941545363174
recommande,2,0.08355469868957946
recommande,3,0.003553075442812974
recommande,1,0.5272928104139759
ouvert,0,0.29015310802191024
ouvert,4,0.0004472050393864208
ouvert,2,0.24289806894318253
ouvert,3,0.02134366310872451
ouvert,1,0.4451579548867964
daffranchissement,0,0.008115132208982643
daffranchissement,4,0.002717795012324848
daffranchissement,2,0.6741165922045079
daffranchissement,3,0.0889870762573252
daffranchissement,1,0.22606340431685942
protégée,4,0.06830639278244328
protégée,2,0.32678123789057656
protégée,3,0.5715605912337364
protégée,5,0.0019489362474613473
protégée,1,0.03140284184578249
tanger,0,0.10892279983191815
tanger,2,0.12780872556327386
tanger,3,0.00498924439487598
tanger,1,0.758279230209932
cancérigènes,4,0.08159126377999634
cancérigènes,2,0.23929442974234402
cancérigènes,3,0.6647391312809405
cancérigènes,5,0.002138690577970724
cancérigènes,1,0.012236484618748256
coût,0,0.42562756336475055
coût,4,0.0009898666064667983
coût,2,0.32882398931929646
coût,3,0.036836587796481204
coût,1,0.2077219929130049
trouvées,0,0.10518444655655018
trouvées,2,0.09817826903650226
trouvées,3,0.0027803147264558246
trouvées,1,0.7938569696804918
subit,0,0.005175466355497838
subit,4,0.0023933079879925267
subit,2,0.7213097750047791
subit,3,0.08714031193289118
subit,1,0.18398113871883937
répondu,0,0.5998873364803469
répondu,2,0.05307913621149122
répondu,3,0.00225591787802359
répondu,1,0.34477760943013824
cri,0,0.10323561005792489
cri,2,0.10060198839063383
cri,3,0.0029625150754343872
cri,1,0.793199886476007
vente,0,0.4306110454750498
vente,4,0.0009035195169053412
vente,2,0.38315495013080186
vente,3,0.039256088060562536
vente,1,0.1460743968166804
déplore,0,0.06460315950892309
déplore,4,0.0014567521002985724
déplore,2,0.2550981941159569
déplore,3,0.03554075010118353
déplore,1,0.6433011441736379
transférée,0,0.008278411356713549
transférée,4,0.00269301604969968
transférée,2,0.6776223166417148
transférée,3,0.08848065106227589
transférée,1,0.22292560488959604
cirque,4,0.10215662594708189
cirque,2,0.20631126766723734
cirque,3,0.680452394429088
cirque,5,0.0031754791152339467
cirque,1,0.00790423284135884
andreasen,0,0.06142567177377851
andreasen,2,0.09679564423294937
andreasen,3,0.0022941730769841487
andreasen,1,0.839484510916288
véhicule,0,0.49315575520608673
véhicule,2,0.0615567130064373
véhicule,3,0.0020080071235739185
véhicule,1,0.4432795246639021
ethnie,0,0.9018158704063799
ethnie,2,0.0022682726080401716
ethnie,1,0.09591585698557993
électorales,4,0.06491350133383822
électorales,2,0.36845855686760676
électorales,3,0.5245329565296999
électorales,5,0.0019473996961281877
électorales,1,0.04014758557272689
palestinienne,0,0.06536482965359731
palestinienne,2,0.10092265152794501
palestinienne,3,0.002714724343220685
palestinienne,1,0.830997794475237
lale,0,0.08579504979856849
lale,2,0.10032793791911411
lale,3,0.0027849039895216946
lale,1,0.8110921082927958
deau,0,0.0797603162472606
deau,4,0.13815272182527477
deau,2,0.10133388854048635
deau,3,0.15022483136168077
deau,5,0.021475073422450065
deau,6,0.0007146559846237337
deau,1,0.5083385126182238
repas,0,0.013876355352796046
repas,4,0.0022463182595826563
repas,2,0.6313791532338195
repas,3,0.07682022820111539
repas,1,0.27567794495268627
enregistrés,0,0.36413594910623
enregistrés,4,0.0006754303358460549
enregistrés,2,0.27952699363360267
enregistrés,3,0.028307662632551002
enregistrés,1,0.3273539642917702
témoigne,0,0.06669749168789217
témoigne,4,0.03369880793828855
témoigne,2,0.21108120423102072
témoigne,3,0.2910929464858888
témoigne,5,0.0009165638851900263
témoigne,1,0.3965129857717197
accepter,0,0.26007215717520643
accepter,4,0.003013800338270663
accepter,2,0.10293604615257075
accepter,3,0.019896803225475834
accepter,5,0.0001265199402066895
accepter,1,0.6139546731682696
refusons-nous,0,0.12597405778750723
refusons-nous,2,0.08673684552282827
refusons-nous,3,0.002265024973277477
refusons-nous,1,0.785024071716387
facteurs,0,0.09379678558654453
facteurs,2,0.09993059375847926
facteurs,3,0.002957357082617546
facteurs,1,0.8033152635723587
souillé,0,0.11395165427404909
souillé,2,0.09619089089289162
souillé,3,0.002826675211217759
souillé,1,0.7870307796218416
atroce,0,0.11199592180765383
atroce,2,0.1488344648568352
atroce,3,0.007022919341993826
atroce,1,0.7321466939935172
saboteur,0,0.891191586028354
saboteur,2,0.002873833083806098
saboteur,1,0.10593458088783998
arrêt,0,0.18424441280794304
arrêt,2,0.12670695661004194
arrêt,3,0.0058569232648954025
arrêt,1,0.6831917073171195
collecter,4,0.06950168765487676
collecter,2,0.22158614225840445
collecter,3,0.6972773752819093
collecter,5,0.0015085287611400827
collecter,1,0.010126266043669433
interprété,0,0.11873265842656593
interprété,2,0.09948893629310826
interprété,3,0.0029935360338948585
interprété,1,0.778784869246431
excellentes,0,0.4330976850651583
excellentes,4,0.0012657094964257046
excellentes,2,0.36017801597946075
excellentes,3,0.04534515471670575
excellentes,1,0.16011343474224957
saffirmer,0,0.009919252664543599
saffirmer,4,0.0041539073783049265
saffirmer,2,0.6407043480092202
saffirmer,3,0.10806109311601533
saffirmer,1,0.237161398831916
revenus,0,0.2827501421907235
revenus,4,0.0004669650288212055
revenus,2,0.22846968042912355
revenus,3,0.02039528947001193
revenus,1,0.4679179228813199
partiellement,0,0.6241189899731014
partiellement,2,0.04357606767006238
partiellement,3,0.001847990979082853
partiellement,1,0.3304569513777532
berlusconi,0,0.014539261712928988
berlusconi,4,0.0024169889710377304
berlusconi,2,0.6188395387422608
berlusconi,3,0.07741523038903356
berlusconi,1,0.286788980184739
fuites,4,0.06796335894587102
fuites,2,0.24861794611669097
fuites,3,0.66861629967822
fuites,5,0.0015436676986648366
fuites,1,0.01325872756055318
port,0,0.1512660166989096
port,2,0.128890315235529
port,3,0.005471068784688526
port,1,0.7143725992808729
dillustrer,0,0.01657664629490794
dillustrer,4,0.0047796543141811814
dillustrer,2,0.5836962758524807
dillustrer,3,0.10807837412551204
dillustrer,1,0.2868690494129182
traverser,0,0.8953992537769268
traverser,2,0.0025564515740393594
traverser,1,0.10204429464903393
acheteur,0,0.8932507508768203
acheteur,2,0.0027357763311157057
acheteur,1,0.10401347279206402
autorisez-moi,4,0.057687620474818894
autorisez-moi,2,0.41266964084709734
autorisez-moi,3,0.4532089190570976
autorisez-moi,5,0.0017768155839837836
autorisez-moi,1,0.07465700403700241
normaux,0,0.030384400232891757
normaux,4,0.0018153117488518464
normaux,2,0.5085789759079666
normaux,3,0.06013903502660442
normaux,1,0.3990822770836854
tibet,0,0.25309227555342106
tibet,4,0.0005943058130643141
tibet,2,0.24842098133285345
tibet,3,0.024086575644895473
tibet,1,0.47380586165576566
maints,0,0.1299033584476507
maints,2,0.10333365598520224
maints,3,0.003441777791439071
maints,1,0.763321207775708
renouvellement,0,0.12552379600926405
renouvellement,2,0.1012685766884095
renouvellement,3,0.003249282396068897
renouvellement,1,0.7699583449062575
irlandaises,0,0.10820059110252793
irlandaises,2,0.1004117746637794
irlandaises,3,0.002959179575483143
irlandaises,1,0.7884284546582095
wallström,0,0.11801951417981607
wallström,2,0.10995459056069998
wallström,3,0.003753400271459237
wallström,1,0.7682724949880246
raymond,0,0.8510231303099741
raymond,2,0.005498106601759497
raymond,1,0.14347876308826646
prématurée,0,0.8577730751332187
prématurée,2,0.005070105504919981
prématurée,1,0.13715681936186153
détail,0,0.07662852952827962
détail,4,0.0024471794583214726
détail,2,0.3408643286409265
détail,3,0.055592425387777734
détail,1,0.5244675369846947
transeuropéens,0,0.12864875136133833
transeuropéens,2,0.12189445706788726
transeuropéens,3,0.005875432886607736
transeuropéens,1,0.7435813586841667
dintervention,4,0.2971430230400326
dintervention,2,0.18713192687820424
dintervention,3,0.47270471064333874
dintervention,5,0.027962401377997142
dintervention,6,0.0006206230836586751
dintervention,1,0.014437314976768737
tuées,4,0.5933235551327718
tuées,2,0.020670091664692514
tuées,3,0.2927907603239905
tuées,5,0.09056371115059096
tuées,6,0.00265188172795412
inscrit,0,0.09352053156067254
inscrit,4,0.0014745321343481558
inscrit,2,0.37000284876259826
inscrit,3,0.04680564554882852
inscrit,1,0.48819644199355244
ceux-là,0,0.5999337374460083
ceux-là,4,0.0009192329993036387
ceux-là,2,0.20395535924264666
ceux-là,3,0.027559009912709532
ceux-là,1,0.1676326603993319
nombreux,0,0.3264770971300868
nombreux,2,0.07958204611508901
nombreux,3,0.0027568089839852426
nombreux,1,0.591184047770839
posant,4,0.0630056612873599
posant,2,0.3011170229482312
posant,3,0.6119520490068738
posant,5,0.001520614004224096
posant,1,0.022404652753310744
dérouler,0,0.11751653431019729
dérouler,2,0.10925741683786518
dérouler,3,0.00403092332036116
dérouler,1,0.7691951255315764
militarisation,4,0.07122844618775437
militarisation,2,0.2866911170004473
militarisation,3,0.6206153055807828
militarisation,5,0.0018432467897350675
militarisation,1,0.019621884441280466
extraits,4,0.06552049224501783
extraits,2,0.41525206406591514
extraits,3,0.46026068525050146
extraits,5,0.0022262364545466346
extraits,1,0.05674052198401891
transferts,0,0.03430324174828962
transferts,4,0.020162164003143662
transferts,2,0.4393939200838324
transferts,3,0.14858266148103969
transferts,5,0.0007056283712140043
transferts,1,0.3568523843124807
assez,0,0.3798236980711052
assez,4,0.0001870825494903793
assez,2,0.11595200064455001
assez,3,0.008747554556397148
assez,1,0.4952896641784572
fiscales,0,0.005837835807257745
fiscales,4,0.0020054032004434897
fiscales,2,0.7183021500950214
fiscales,3,0.079691909601117
fiscales,1,0.19416270129616037
envisageons,0,0.8329940524819494
envisageons,2,0.007182677220507029
envisageons,1,0.15982327029754353
soulagement,0,0.002245928707611868
soulagement,4,0.0018309376017604804
soulagement,2,0.783280292870562
soulagement,3,0.08075462440203346
soulagement,1,0.13188821641803222
combustibles,0,0.35780061109463446
combustibles,4,0.000737784188105366
combustibles,2,0.27760358057154866
combustibles,3,0.029778583669687594
combustibles,1,0.33407944047602395
pérou,0,0.14403164120134818
pérou,2,0.12304625698175078
pérou,3,0.005880035640560549
pérou,1,0.7270420661763406
débute,0,0.12333102850168531
débute,2,0.13188423780312203
débute,3,0.0053692935599668895
débute,1,0.7394154401352258
métonne,0,0.3134898086142849
métonne,4,0.0005724921514701565
métonne,2,0.31110367199731764
métonne,3,0.028450673637228866
métonne,1,0.3463833535996986
écossais,0,0.5112562690666661
écossais,2,0.05285227593048583
écossais,3,0.0017389983434201537
écossais,1,0.43415245665942787
remplacé,0,0.2520740229061838
remplacé,4,0.00041626738740834624
remplacé,2,0.20594575721075079
remplacé,3,0.01808269300388706
remplacé,1,0.52348125949177
dire,0,0.5065901460061563
dire,4,2.275207023249373e-5
dire,2,0.06255117694590835
dire,3,0.00274512765187901
dire,1,0.42809079732582384
népotisme,0,0.0111824087754564
népotisme,4,0.0025284465333467155
népotisme,2,0.637250088575308
népotisme,3,0.08099796462071275
népotisme,1,0.26804109149517613
incorporation,7,0.0010585456490064765
incorporation,4,0.40053563586202806
incorporation,3,0.05668122529527283
incorporation,5,0.4928319227663721
incorporation,6,0.04889267042732059
davertissement,0,0.005020848124722296
davertissement,4,0.0019781170331957254
davertissement,2,0.7295568452636323
davertissement,3,0.08050830831969281
davertissement,1,0.1829358812587568
jaffirme,0,0.46876912409788374
jaffirme,2,0.04617689551395123
jaffirme,3,0.0009848055069139907
jaffirme,1,0.4840691748812509
centres,0,0.8930840128686899
centres,2,0.0028854282228624076
centres,1,0.10403055890844776
déventuelles,0,0.10703292845469867
déventuelles,2,0.11157570553577587
déventuelles,3,0.0035547636582124345
déventuelles,1,0.777836602351313
damsterdam,0,0.07810859485117372
damsterdam,2,0.09306865906721246
damsterdam,3,0.002331200792094771
damsterdam,1,0.826491545289519
dimpression,0,0.007080693066419088
dimpression,4,0.0018299448922325149
dimpression,2,0.706250647703364
dimpression,3,0.07458233715910302
dimpression,1,0.21025637717888138
délégué,0,0.14244072301163554
délégué,2,0.10464016969596235
délégué,3,0.0034726074681072647
délégué,1,0.7494464998242948
quau,0,0.4403446363954396
quau,4,0.03301704856172038
quau,2,0.13240617300223478
quau,3,0.32798692245207767
quau,5,0.0007443386137305189
quau,1,0.06550088097479699
alourdissent,4,0.2884050186439874
alourdissent,2,0.16251222548247404
alourdissent,3,0.5130266274370633
alourdissent,5,0.03511566827625672
alourdissent,6,0.0009404601602185561
individuelle,0,0.1988438206558168
individuelle,2,0.11517465082368257
individuelle,3,0.004894246384306609
individuelle,1,0.6810872821361941
intéressantes,4,0.07899335327802147
intéressantes,2,0.21050350644448998
intéressantes,3,0.6997494364136532
intéressantes,5,0.0018805939321937498
intéressantes,1,0.008873109931641702
rencontré,0,0.1264974755257181
rencontré,2,0.11597760396323374
rencontré,3,0.004424967553329669
rencontré,1,0.7530999529577185
permanents,0,0.1412413395547545
permanents,2,0.09157401227285464
permanents,3,0.002593028349331382
permanents,1,0.7645916198230595
angles,0,0.011595140546199789
angles,4,0.002925988864597384
angles,2,0.6080737710528368
angles,3,0.08463644154641047
angles,1,0.2927686579899556
explications,0,0.2506791199696757
explications,4,0.0002311072878287305
explications,2,0.14003357561668123
explications,3,0.010751615260321477
explications,1,0.5983045818654928
mintoff,0,0.005701621731519393
mintoff,4,0.0032689598367733053
mintoff,2,0.6926972616293123
mintoff,3,0.09957202949178093
mintoff,1,0.198760127310614
nappréciait,0,0.005952664161861162
nappréciait,4,0.0020155791657442746
nappréciait,2,0.7161971089485543
nappréciait,3,0.0798535835428007
nappréciait,1,0.19598106418103964
reconnaître,0,0.4468381805656548
reconnaître,2,0.06383599459469026
reconnaître,3,0.0023474486412310355
reconnaître,1,0.4869783761984239
éparpillée,0,0.008878681898585775
éparpillée,4,0.0031898634732622478
éparpillée,2,0.6579980274478938
éparpillée,3,0.0949216854701081
éparpillée,1,0.23501174171015
linfluence,0,0.44699347848211674
linfluence,4,0.0030107871712047457
linfluence,2,0.30680945236177204
linfluence,3,0.06486667484071683
linfluence,1,0.17831960714418973
localités,4,0.4994739772350161
localités,2,0.0477023804899768
localités,3,0.3879956710362639
localités,5,0.06309906971433527
localités,6,0.0017289015244078523
vaclav,0,0.13479660528116566
vaclav,2,0.11263849298702043
vaclav,3,0.003993045318528843
vaclav,1,0.748571856413285
contentement,0,0.12613654350641534
contentement,2,0.11292343005893883
contentement,3,0.003972501987458066
contentement,1,0.7569675244471877
sapplique,0,0.3005208378889139
sapplique,4,0.0017894454583493593
sapplique,2,0.42201612324944765
sapplique,3,0.05665067871013624
sapplique,1,0.21902291469315274
décide,0,0.34350367878485677
décide,2,0.08191276575152599
décide,3,0.0028141219864615923
décide,1,0.5717694334771556
cruciale,0,0.3386502946368463
cruciale,2,0.07852458699724356
cruciale,3,0.0026981711534325983
cruciale,1,0.5801269472124776
animal,0,0.003052927092530915
animal,4,0.0018986149227163533
animal,2,0.7637201054365205
animal,3,0.08022225848848018
animal,1,0.15110609405975198
féministes,0,0.016039835548112193
féministes,4,0.002923734838969503
féministes,2,0.6063781712303785
féministes,3,0.08571414767999981
féministes,1,0.28894411070254
verts,0,0.4439003969100325
verts,4,0.03424391586310827
verts,2,0.11996519860748321
verts,3,0.3406322876979432
verts,5,0.0007602166758550055
verts,1,0.060497984245577986
pluies,0,0.006275625674633359
pluies,4,0.003383807226032361
pluies,2,0.6804980403580788
pluies,3,0.09937678788008279
pluies,1,0.2104657388611727
noffre,0,0.009640374813086354
noffre,4,0.0029605885486744723
noffre,2,0.6578356423886146
noffre,3,0.09209313422583772
noffre,1,0.23747026002378693
denthousiasme,0,0.16992789571852762
denthousiasme,2,0.11794125941510895
denthousiasme,3,0.00479609742070354
denthousiasme,1,0.7073347474456598
poursuivrai,4,0.4302786933424158
poursuivrai,2,0.07012414194316484
poursuivrai,3,0.4361085885860302
poursuivrai,5,0.06158989722321338
poursuivrai,6,0.0018986789051758778
queuropéens,0,0.15692002658575058
queuropéens,2,0.09892158081912526
queuropéens,3,0.0032700856460018057
queuropéens,1,0.7408883069491222
dajouter,0,0.8667541627387882
dajouter,2,0.004283992394269072
dajouter,1,0.1289618448669428
concevons,4,0.5344000088482712
concevons,2,0.041023052967225755
concevons,3,0.3643882771674366
concevons,5,0.05875353706306262
concevons,6,0.00143512395400378
incombait,7,0.0011358140905373942
incombait,4,0.36135249777041095
incombait,3,0.04066388702436859
incombait,5,0.5428761230712714
incombait,6,0.05397167804341165
péninsulaires,4,0.619190955852011
péninsulaires,2,0.02052268557071463
péninsulaires,3,0.28473565501213594
péninsulaires,5,0.073699857652194
péninsulaires,6,0.0018508459129444649
malheureusement,0,0.24654120912366262
malheureusement,2,0.09856562652860557
malheureusement,3,0.0038116029157894433
malheureusement,1,0.6510815614319423
traversé,0,0.8528602173578768
traversé,2,0.005664219655395734
traversé,1,0.14147556298672753
pose,0,0.5675070161782745
pose,4,0.0038537972724582664
pose,2,0.07023965897495386
pose,3,0.037103773135592856
pose,5,9.298170037740066e-5
pose,1,0.3212027727383431
arriverez,0,0.08754459695271305
arriverez,2,0.09034082456386397
arriverez,3,0.002314930452144093
arriverez,1,0.8197996480312789
longueur,0,0.4379584416190393
longueur,4,0.0010019897254309742
longueur,2,0.36954085778620854
longueur,3,0.04067410850577874
longueur,1,0.15082460236354253
entraîner,0,0.09556771310470741
entraîner,2,0.08987310375843623
entraîner,3,0.002267752422540593
entraîner,1,0.8122914307143156
labsurdité,4,0.40192142150805393
labsurdité,2,0.08654238716719216
labsurdité,3,0.457385102135113
labsurdité,5,0.05259571609779241
labsurdité,6,0.0015553730918483706
peres,0,0.0015479131160473455
peres,4,0.0016037479159424727
peres,2,0.8070557885300869
peres,3,0.07927934057426571
peres,1,0.11051320986365763
échantillons,0,0.08937360899817434
échantillons,2,0.13504956018133701
échantillons,3,0.005582480339775265
échantillons,1,0.7699943504807133
super-état,4,0.09256282698431031
super-état,2,0.24762028527091454
super-état,3,0.6437597126929816
super-état,5,0.0027703270733905475
super-état,1,0.013286847978402985
venin,0,0.07620228793595316
venin,2,0.10754656071850012
venin,3,0.0033200471981691525
venin,1,0.8129311041473775
péripéties,0,0.06757582613938111
péripéties,2,0.08812963436577173
péripéties,3,0.002045898890023196
péripéties,1,0.842248640604824
transpositions,0,0.013171855457070112
transpositions,4,0.002594570267992934
transpositions,2,0.63163599873223
transpositions,3,0.08315689126247544
transpositions,1,0.26944068428023144
reçoit,0,0.11342669134398392
reçoit,2,0.11636282637965403
reçoit,3,0.004476030336608
reçoit,1,0.7657344519397541
autocentré,4,0.569660940818844
autocentré,2,0.03093938522862605
autocentré,3,0.3306174600113333
autocentré,5,0.06708436115468336
autocentré,6,0.0016978527865131095
avions-cargos,7,0.0009404062508052108
avions-cargos,4,0.48172871851447596
avions-cargos,3,0.11113212045783467
avions-cargos,5,0.3667335065023876
avions-cargos,6,0.03946524827449649
prochaine,0,0.21224224739938766
prochaine,4,0.000456317870699789
prochaine,2,0.19551512599262688
prochaine,3,0.01821199722350732
prochaine,1,0.5735743115137784
lorientation,0,0.12325192244852862
lorientation,2,0.13046080577655536
lorientation,3,0.005138017970231648
lorientation,1,0.7411492538046843
contre,0,0.3846065531671567
contre,4,0.0007759613044355394
contre,2,0.10258031290991601
contre,3,0.012260745580334038
contre,5,1.7186442006227573e-5
contre,1,0.4997592405961515
froid,0,0.4157320658313326
froid,4,0.000917869592053349
froid,2,0.3472790641873387
froid,3,0.03656180996556648
froid,1,0.19950919042370882
conséquences,0,0.4644286865417636
conséquences,2,0.06310428371512151
conséquences,3,0.0022522862532251557
conséquences,1,0.47021474348988973
quarrivera-t-il,0,0.008335223539690689
quarrivera-t-il,4,0.002566057030344287
quarrivera-t-il,2,0.6769356519940073
quarrivera-t-il,3,0.08725984241545412
quarrivera-t-il,1,0.22490322502050356
contrevenants,4,0.07553056074066156
contrevenants,2,0.3306214116368785
contrevenants,3,0.5637732307045098
contrevenants,5,0.0022834858549608977
contrevenants,1,0.02779131106298923
persistent,0,0.44571641433194426
persistent,2,0.0800039698408179
persistent,3,0.0030895216288903396
persistent,1,0.4711900941983477
adultes,0,0.0037300859911778197
adultes,4,0.0018541843191839029
adultes,2,0.7549822983720171
adultes,3,0.07869630305612282
adultes,1,0.1607371282614983
mènerons,0,0.4831520346967383
mènerons,2,0.051843883647110574
mènerons,3,0.0014077443960356555
mènerons,1,0.46359633726011545
nagissent,0,0.006290172693223473
nagissent,4,0.0020601797859580496
nagissent,2,0.701019716561052
nagissent,3,0.07714114778588148
nagissent,1,0.21348878317388506
économique,0,0.2385854697281247
économique,2,0.09450501902167793
économique,3,0.0034772447765417706
économique,1,0.6634322664736556
obstacles,0,0.5121042564730913
obstacles,2,0.0543116704732257
obstacles,3,0.001975607713277421
obstacles,1,0.4316084653404055
lannoye,0,0.15994904758667328
lannoye,4,0.00016994327767909975
lannoye,2,0.15823977415903112
lannoye,3,0.010358104961940468
lannoye,1,0.671283130014676
évacuée,0,0.008845734200011378
évacuée,4,0.003020411490622207
évacuée,2,0.6662630234766541
évacuée,3,0.09345282880457531
évacuée,1,0.22841800202813703
européanisée,0,0.006160781978981114
européanisée,4,0.004082962252735246
européanisée,2,0.6795586592690248
européanisée,3,0.11344485620083615
européanisée,1,0.19675274029842255
énormément,0,0.6170772791220542
énormément,4,0.07551236951496117
énormément,2,0.03205386499567663
énormément,3,0.069333170031234
énormément,5,0.01195250963896308
énormément,6,0.00039731550834569445
énormément,1,0.19367349118876515
incarne,4,0.05569072546879892
incarne,2,0.4464741871124905
incarne,3,0.4164835125299064
incarne,5,0.0018745497186666493
incarne,1,0.07947702517013738
collectivité,0,0.2197594901599391
collectivité,2,0.12371755231268539
collectivité,3,0.0062928538535549135
collectivité,1,0.6502301036738207
beaucoup,0,0.3222059833340631
beaucoup,4,0.001360637550095813
beaucoup,2,0.14246440438529429
beaucoup,3,0.020076231628860748
beaucoup,5,3.358640614305122e-5
beaucoup,1,0.5138591566955429
nobtiendrons,0,0.006082314557094543
nobtiendrons,4,0.0018014765321632006
nobtiendrons,2,0.7192392933864972
nobtiendrons,3,0.0752042242717914
nobtiendrons,1,0.19767269125245365
dunanimité,0,0.0027607086146366447
dunanimité,4,0.00192846590177181
dunanimité,2,0.7704207086182544
dunanimité,3,0.0833919645234352
dunanimité,1,0.14149815234190208
difficiles,0,0.04535883755253922
difficiles,4,0.025953408185209217
difficiles,2,0.3668199755140984
difficiles,3,0.25013919882159724
difficiles,5,0.0006277953610410982
difficiles,1,0.3111007845655148
daccès,4,0.0629254810363513
daccès,2,0.32528378400078495
daccès,3,0.5828989002771923
daccès,5,0.0015765760288200899
daccès,1,0.02731525865685139
solbes,0,0.8026473360509935
solbes,2,0.01048693284036434
solbes,1,0.18686573110864224
nexigeons-nous,4,0.06371636205701298
nexigeons-nous,2,0.28757563828897426
nexigeons-nous,3,0.6282888295270309
nexigeons-nous,5,0.0014622249895444462
nexigeons-nous,1,0.0189569451374375
jouera,0,0.030762679788788997
jouera,4,0.02746659449911956
jouera,2,0.3794047166669896
jouera,3,0.21316808292803993
jouera,5,0.0008606076631321623
jouera,1,0.3483373184539298
obtenu,0,0.47130382967190504
obtenu,4,0.00147905999060328
obtenu,2,0.12916546609166676
obtenu,3,0.02464986348623059
obtenu,1,0.37340178075959435
codes,0,0.018955118873216045
codes,4,0.0025807325326143815
codes,2,0.5906337499338001
codes,3,0.0782771427086574
codes,1,0.3095532559517122
caractérisés,0,0.004393619114806967
caractérisés,4,0.002246799539957593
caractérisés,2,0.7346365174134014
caractérisés,3,0.08658169084279929
caractérisés,1,0.17214137308903474
devenue,0,0.38396086320629874
devenue,2,0.07720335894200595
devenue,3,0.0027486666290432523
devenue,1,0.5360871112226521
embarrassant,0,0.8605901090126663
embarrassant,2,0.004943904036391597
embarrassant,1,0.13446598695094208
chère,0,0.011229712545380157
chère,4,0.0020125438202808973
chère,2,0.6576893785703674
chère,3,0.07470150197881666
chère,1,0.2543668630851548
clés,4,0.06862572699748082
clés,2,0.3204325716679717
clés,3,0.5836294736487591
clés,5,0.001871963910405173
clés,1,0.02544026377538337
attends,0,0.2785816697447096
attends,4,0.021436190587878393
attends,2,0.2799595779897308
attends,3,0.16686121996459702
attends,5,0.0006526489549290526
attends,1,0.252508692758155
automatiquement,0,0.28997038146827003
automatiquement,2,0.0829802384381668
automatiquement,3,0.0026219815073454406
automatiquement,1,0.6244273985862178
épuisés,0,0.13980928795808492
épuisés,2,0.19041914069882968
épuisés,3,0.013336721749178508
épuisés,1,0.656434849593907
électeur,4,0.06492070640878767
électeur,2,0.2781506209063938
électeur,3,0.6378976782938789
électeur,5,0.0014961275794992362
électeur,1,0.017534866811440324
camarades,0,0.8402204358713663
camarades,2,0.0066920624932811975
camarades,1,0.15308750163535248
règle,0,0.3586882929543799
règle,2,0.0898049477888204
règle,3,0.0037781287845685477
règle,1,0.5477286304722311
dollar,0,0.005644587627782943
dollar,4,0.002975994457990001
dollar,2,0.7032151605896673
dollar,3,0.09745449939730651
dollar,1,0.19070975792725317
envoie,0,0.12832885954872172
envoie,2,0.12134502830108454
envoie,3,0.004561948272369803
envoie,1,0.745764163877824
dépassement,0,0.1014735638196326
dépassement,2,0.12554801141301186
dépassement,3,0.004657085158491418
dépassement,1,0.7683213396088642
dénaturer,4,0.0351188967989945
dénaturer,2,0.5195272067311423
