fert,max_vac,last_cept,rel_dist,prob
1,18,15,18,0.05227760832309799
1,18,12,1,0.05704588080991517
1,18,12,2,0.05469318698710741
1,18,12,16,0.06537497384376448
1,18,12,11,0.06507912782490656
1,18,12,7,0.05705063247638396
1,18,12,9,0.07618540883745065
1,18,12,10,0.0563745874676603
1,18,12,17,0.059811678288661296
1,18,12,8,0.05698026579258388
1,18,12,6,0.0569950203742692
1,18,12,4,0.05704573765409978
1,18,12,3,0.0570452274874721
1,18,12,5,0.05704339154433227
1,18,12,13,0.05802525044123999
1,18,12,14,0.06626920629656262
1,18,12,15,0.01427037883511483
1,18,12,12,0.0734233008735804
1,18,12,18,0.011286744164895193
1,18,18,1,0.05801242824200532
1,18,18,2,0.0553986777804849
1,18,18,16,0.05114145318190268
1,18,18,11,0.08390364192422746
1,18,18,7,5.776611720622987e-7
1,18,18,9,0.057310774744285385
1,18,18,10,0.057310774744285385
1,18,18,17,0.05745933806647769
1,18,18,8,0.05793203742527385
1,18,18,6,0.057985625111959205
1,18,18,4,0.05801104752972529
1,18,18,3,0.05801045385513217
1,18,18,5,0.058010991813879094
1,18,18,13,0.013148991780099544
1,18,18,14,0.07623201803426387
1,18,18,15,0.07013384566940978
1,18,18,12,0.07901897676755103
1,18,18,18,0.050978345667865244
1,12,2,2,0.09240716687005303
1,12,2,11,0.07941444239534387
1,12,2,7,0.08973433349441355
1,12,2,9,0.08286268643325807
1,12,2,10,0.08339134001591268
1,12,2,8,0.07941444239534394
1,12,2,6,0.08287074798545786
1,12,2,4,0.0803119127350357
1,12,2,3,0.08821110090082485
1,12,2,5,0.08780310244531057
1,12,2,12,0.08266178700363497
1,12,2,1,0.07091693732541095
1,12,11,2,0.04091435571536747
1,12,11,11,0.09708808159737954
1,12,11,7,0.09677484297927791
1,12,11,9,0.09800108666758935
1,12,11,10,0.09678421338940563
1,12,11,8,0.09741674274099259
1,12,11,6,0.0970663256368851
1,12,11,4,0.09720961103327251
1,12,11,3,0.04159233277862199
1,12,11,5,0.1002447726021349
1,12,11,12,0.10015695333361073
1,12,11,1,0.03675068152546242
1,12,0,2,0.08815085883518736
1,12,0,11,0.08044337348307438
1,12,0,7,0.07988017304661249
1,12,0,9,0.07614098246546294
1,12,0,10,0.07987145168813614
1,12,0,8,0.08730551597965877
1,12,0,6,0.08521622128028837
1,12,0,4,0.07863474136461017
1,12,0,3,0.08745755116850282
1,12,0,5,0.0873989239976001
1,12,0,12,0.08742489231447821
1,12,0,1,0.08207531437638825
1,12,7,2,0.03448911906494324
1,12,7,11,0.10763716698724499
1,12,7,7,0.1062174781016529
1,12,7,9,0.10622722554045645
1,12,7,10,0.10654332021734045
1,12,7,8,0.10749306104276496
1,12,7,6,0.10652068888203677
1,12,7,4,0.10666973952269201
1,12,7,3,0.035184997902157934
1,12,7,5,0.039782498857027386
1,12,7,12,0.1097293785280259
1,12,7,1,0.033505325353657
1,12,9,2,0.03447387248041316
1,12,9,11,0.10747112229147063
1,12,9,7,0.028818375233579413
1,12,9,9,0.10732613095139691
1,12,9,10,0.10637394898430245
1,12,9,8,0.10671671292334726
1,12,9,6,0.10635125947913368
1,12,9,4,0.10650069322823297
1,12,9,3,0.0384112513432505
1,12,9,5,0.10966028672957759
1,12,9,12,0.10956869915073424
1,12,9,1,0.03832764720456127
1,12,10,2,0.03666960775993544
1,12,10,11,0.09988233414939467
1,12,10,7,0.0985623905241357
1,12,10,9,0.09974816807478537
1,12,10,10,0.09857145170999601
1,12,10,8,0.09918310754348829
1,12,10,6,0.0988442542312348
1,12,10,4,0.09898281119833002
1,12,10,3,0.03254014292439461
1,12,10,5,0.10191216315669686
1,12,10,12,0.10182724193090557
1,12,10,1,0.03327632679670266
1,12,8,2,0.03998133672373963
1,12,8,11,0.10553838496003765
1,12,8,7,0.10405619850543514
1,12,8,9,0.10406632486335608
1,12,8,10,0.10439470731330075
1,12,8,8,0.10474988284239246
1,12,8,6,0.10437119621401307
1,12,8,4,0.10452604100617054
1,12,8,3,0.04494774964391979
1,12,8,5,0.038391105612792055
1,12,8,12,0.1077117533497168
1,12,8,1,0.0372653189651259
1,12,6,2,0.09947046139652323
1,12,6,11,0.08048697614537643
1,12,6,7,0.07992341177560079
1,12,6,9,0.07618180497469991
1,12,6,10,0.07991468478148807
1,12,6,8,0.08735355287548725
1,12,6,6,0.08526290809913906
1,12,6,4,0.07867717531070136
1,12,6,3,0.0875056863076324
1,12,6,5,0.08744702125256053
1,12,6,12,0.07618180497469991
1,12,6,1,0.08159451210609099
1,12,4,2,0.08988533696388093
1,12,4,11,0.07724718932831512
1,12,4,7,0.08060917090550622
1,12,4,9,0.08060132935640918
1,12,4,10,0.08111555576355457
1,12,4,8,0.08728544631951662
1,12,4,6,0.08540691936664684
1,12,4,4,0.07948937819110159
1,12,4,3,0.08907456625269959
1,12,4,5,0.0873943694857843
1,12,4,12,0.08040591255553572
1,12,4,1,0.08148482551104945
1,12,3,2,0.08548746276156677
1,12,3,11,0.08039335064692744
1,12,3,7,0.09109111568596694
1,12,3,9,0.08396785585834388
1,12,3,10,0.08451586666194584
1,12,3,8,0.08039335064692751
1,12,3,6,0.08397621259296985
1,12,3,4,0.07556890385838132
1,12,3,3,0.08339464344079105
1,12,3,5,0.08908917052965966
1,12,3,12,0.0837596002794863
1,12,3,1,0.07836246703703334
1,12,5,2,0.08987600424305478
1,12,5,11,0.0762678309598502
1,12,5,7,0.07988785734319527
1,12,5,9,0.0762678309598502
1,12,5,10,0.07987941392553634
1,12,5,8,0.08707656215501278
1,12,5,6,0.08505385115107712
1,12,5,4,0.07868211630120855
1,12,5,3,0.0848577500820517
1,12,5,5,0.08719384558640386
1,12,5,12,0.07966899814583368
1,12,5,1,0.0952879391469254
1,12,12,2,0.03362737168394688
1,12,12,11,0.09112461337889849
1,12,12,7,0.09083972121814199
1,12,12,9,0.0919549962633911
1,12,12,10,0.09084824365514116
1,12,12,8,0.09142353240723573
1,12,12,6,0.09110482621908997
1,12,12,4,0.09123514503619187
1,12,12,3,0.03782844410442592
1,12,12,5,0.09399243938824209
1,12,12,12,0.0920833493284673
1,12,12,1,0.10393731731682772
1,12,1,2,0.08396731179876929
1,12,1,11,0.0899588612671639
1,12,1,7,0.07758520257585907
1,12,1,9,0.07136070355987002
1,12,1,10,0.09455877754159892
1,12,1,8,0.089958861267164
1,12,1,6,0.0774545623437691
1,12,1,4,0.07765012841310259
1,12,1,3,0.089958861267164
1,12,1,5,0.09879962951387233
1,12,1,12,0.0711590003447344
1,12,1,1,0.07758810010693232
1,1,0,1,1.0
1,1,1,1,1.0
1,32,18,23,0.4765740293794216
1,32,18,24,0.5234259706205785
1,32,1,23,0.5341250706031129
1,32,1,24,0.46587492939688724
1,32,32,25,0.46928032120050667
1,32,32,24,0.5307196787994932
1,32,2,23,0.5339884527082763
1,32,2,24,0.4660115472917237
1,32,16,23,0.5723941724639127
1,32,16,24,0.42760582753608734
1,32,11,23,0.5341240782051739
1,32,11,24,0.4658759217948261
1,32,21,23,0.49987831777926556
1,32,21,24,0.5001216822207344
1,32,0,18,0.03158540760470947
1,32,0,1,0.03592242704272991
1,32,0,32,0.0060776806890512946
1,32,0,2,0.03232069015512413
1,32,0,16,0.03281052744095086
1,32,0,11,0.03135117112342413
1,32,0,21,0.031065972303396645
1,32,0,7,0.032985015534272515
1,32,0,9,0.032318001909810504
1,32,0,25,0.03273406666594596
1,32,0,10,0.03231517281208335
1,32,0,26,0.03232085867795092
1,32,0,29,0.027663506115415484
1,32,0,19,0.03273406666594596
1,32,0,17,0.03183765729736606
1,32,0,8,0.03246645641178181
1,32,0,22,0.032874216247735476
1,32,0,6,0.032320805927629606
1,32,0,24,0.03158540760470947
1,32,0,4,0.029114069297747996
1,32,0,3,0.032643501495615554
1,32,0,28,0.03246645641178181
1,32,0,5,0.03246645641178181
1,32,0,20,0.032320551702439936
1,32,0,23,0.032527078610644154
1,32,0,13,0.03232061900520284
1,32,0,14,0.03158540760470947
1,32,0,31,0.03283724269487955
1,32,0,27,0.032985015534272515
1,32,0,15,0.029125018730235288
1,32,0,12,0.03273406666594596
1,32,0,30,0.03158540760470947
1,32,7,23,0.5341258339333026
1,32,7,24,0.4658741660666974
1,32,9,23,0.5378529295399138
1,32,9,24,0.4621470704600862
1,32,10,23,0.534125560836156
1,32,10,24,0.4658744391638439
1,32,25,25,0.49995881150395854
1,32,25,24,0.5000411884960415
1,32,26,25,0.5649405372441221
1,32,26,24,0.435059462755878
1,32,29,25,0.4058014209183234
1,32,29,24,0.5941985790816766
1,32,19,23,0.47384131190470435
1,32,19,24,0.5261586880952956
1,32,17,23,0.5358041096587238
1,32,17,24,0.4641958903412761
1,32,8,23,0.5337825115783088
1,32,8,24,0.4662174884216912
1,32,22,23,0.5357844475901771
1,32,22,24,0.4642155524098229
1,32,6,23,0.5341258339333061
1,32,6,24,0.4658741660666939
1,32,24,24,1.0
1,32,4,23,0.5341252674031489
1,32,4,24,0.46587473259685114
1,32,3,23,0.5340026599711012
1,32,3,24,0.46599734002889875
1,32,28,25,0.4667477395444481
1,32,28,24,0.5332522604555519
1,32,5,23,0.5340035320904604
1,32,5,24,0.46599646790953964
1,32,20,23,0.5358001572309001
1,32,20,24,0.46419984276909976
1,32,23,24,1.0
1,32,13,23,0.5934943241629956
1,32,13,24,0.4065056758370044
1,32,14,23,0.5446499868136107
1,32,14,24,0.45535001318638946
1,32,31,25,0.4261929786024525
1,32,31,24,0.5738070213975476
1,32,27,25,0.515182454362444
1,32,27,24,0.484817545637556
1,32,15,23,0.5357936989198763
1,32,15,24,0.4642063010801236
1,32,12,23,0.5357900371271036
1,32,12,24,0.4642099628728964
1,32,30,25,0.447694287378842
1,32,30,24,0.552305712621158
1,2,0,2,0.5199147570660964
1,2,0,1,0.4800852429339036
1,2,2,2,0.50070347637325
1,2,2,1,0.49929652362675003
1,2,1,2,0.4713746615643649
1,2,1,1,0.5286253384356351
1,40,0,18,0.025591324683471726
1,40,0,12,0.02256287711927171
1,40,0,1,0.02546581730406118
1,40,0,32,0.024627674119409415
1,40,0,2,0.025271423673326448
1,40,0,40,0.02462921830872056
1,40,0,16,0.024626947545969224
1,40,0,11,0.024626883947850103
1,40,0,39,0.02462752045051786
1,40,0,21,0.024362313405941322
1,40,0,7,0.02255046180290251
1,40,0,9,0.024034095062117355
1,40,0,25,0.024627127720423962
1,40,0,10,0.024626709598420313
1,40,0,26,0.024626755707649876
1,40,0,29,0.02462847006685546
1,40,0,34,0.02546581730406118
1,40,0,35,0.025271423673326448
1,40,0,19,0.02462801960836936
1,40,0,17,0.025331218533476026
1,40,0,8,0.024147251540821993
1,40,0,22,0.02509880699730618
1,40,0,6,0.02572021901305138
1,40,0,24,0.02993962274175295
1,40,0,4,0.025814413935497375
1,40,0,37,0.02578523622124956
1,40,0,3,0.02510605098976437
1,40,0,28,0.0246268550127784
1,40,0,5,0.024626902731427633
1,40,0,38,0.02572021901305138
1,40,0,20,0.024626835425454376
1,40,0,23,0.024627797724841815
1,40,0,14,0.02993962274175295
1,40,0,13,0.02243277433968993
1,40,0,31,0.02462849651529884
1,40,0,27,0.025023468030423917
1,40,0,36,0.02510605098976437
1,40,0,15,0.02462836231505696
1,40,0,33,0.02462758940140189
1,40,0,30,0.025591324683471726
1,16,2,2,0.08156608918047804
1,16,2,16,0.06472073845042937
1,16,2,11,0.05870005586165253
1,16,2,7,0.0586286225553261
1,16,2,9,0.07361794360778319
1,16,2,10,0.05700839180086952
1,16,2,8,0.058122555518993056
1,16,2,6,0.058698395869415824
1,16,2,4,0.05869340982098074
1,16,2,3,0.058700324496531044
1,16,2,5,0.05864473179857181
1,16,2,13,0.06402618219215828
1,16,2,14,0.06105246053656077
1,16,2,15,0.05377863250295304
1,16,2,12,0.07534119208348092
1,16,2,1,0.058700273723815595
1,16,16,2,0.0969520695258386
1,16,16,16,0.050804843791600926
1,16,16,11,0.05442218045707735
1,16,16,7,0.05633681051213285
1,16,16,9,0.05571966994220514
1,16,16,10,0.08900346163851952
1,16,16,8,0.056272574943814255
1,16,16,6,0.0562860439448909
1,16,16,4,0.05633234218032764
1,16,16,3,0.056331876464999237
1,16,16,5,0.05633020048931546
1,16,16,14,0.05760666773823116
1,16,16,13,0.09175011762720864
1,16,16,15,0.04989644114069284
1,16,16,12,0.05962222674030341
1,16,16,1,0.05633247286284193
1,16,11,2,0.09449866566478012
1,16,11,16,0.05896160825654285
1,16,11,11,0.06138416235927845
1,16,11,7,0.052276204828486474
1,16,11,9,0.0613569404045513
1,16,11,10,0.08670567755975522
1,16,11,8,0.05897634383036925
1,16,11,6,0.05820728631030894
1,16,11,4,0.05639682956993483
1,16,11,3,0.056402088014824256
1,16,11,5,0.06044968553051394
1,16,11,13,0.052627546453262605
1,16,11,14,0.052276204828486474
1,16,11,15,0.052869549707659044
1,16,11,12,0.08333701986541443
1,16,11,1,0.05327418681583189
1,16,0,2,0.057382855924506634
1,16,0,16,0.06341749061292364
1,16,0,11,0.06506814361572436
1,16,0,7,0.05611396879692027
1,16,0,9,0.06616609285266661
1,16,0,10,0.06616377394606388
1,16,0,8,0.055137637521788956
1,16,0,6,0.06241230528023975
1,16,0,4,0.06443070557702567
1,16,0,3,0.06298165239676204
1,16,0,5,0.06097341998218257
1,16,0,13,0.05564632462020621
1,16,0,14,0.06613484228309374
1,16,0,15,0.0662357689919101
1,16,0,12,0.05656926804845845
1,16,0,1,0.07516574954952736
1,16,7,2,0.08088607949812443
1,16,7,16,0.061606731776786536
1,16,7,11,0.060849369399046185
1,16,7,7,0.05470993989024337
1,16,7,9,0.07284668176946883
1,16,7,10,0.06410588559154977
1,16,7,8,0.06407780289489308
1,16,7,6,0.06082855862170141
1,16,7,4,0.05896085632185981
1,16,7,3,0.05896628103563208
1,16,7,5,0.0631418611642821
1,16,7,13,0.05507239072709068
1,16,7,14,0.05470993989024337
1,16,7,15,0.05532204597967177
1,16,7,12,0.07459376966456875
1,16,7,1,0.05932180577483769
1,16,9,2,0.08910184047083455
1,16,9,16,0.06185221898925892
1,16,9,11,0.061457175615039
1,16,9,7,0.05605411817506759
1,16,9,9,0.05549901261172877
1,16,9,10,0.061087075031482224
1,16,9,8,0.05598685724971689
1,16,9,6,0.05600238643335298
1,16,9,4,0.05605597735641962
1,16,9,3,0.05605581052208157
1,16,9,5,0.056049311663639065
1,16,9,13,0.057835442259663604
1,16,9,14,0.056093396372463314
1,16,9,15,0.05835636359912044
1,16,9,12,0.0787478774032389
1,16,9,1,0.08376513624689257
1,16,10,2,0.0878418300889303
1,16,10,16,0.060270172271522426
1,16,10,11,0.05955823675120359
1,16,10,7,0.05378705234823466
1,16,10,9,0.06259302768911386
1,16,10,10,0.08028463821721711
1,16,10,8,0.0602844619839209
1,16,10,6,0.05953867421148325
1,16,10,4,0.05778299734170572
1,16,10,3,0.0577880966792693
1,16,10,5,0.061713224067287936
1,16,10,13,0.05412776325850031
1,16,10,14,0.05378705234823466
1,16,10,15,0.054362444102665004
1,16,10,12,0.08212419128679534
1,16,10,1,0.054156137353915765
1,16,8,2,0.0799408468178809
1,16,8,16,0.06176804288541412
1,16,8,11,0.06103775755624506
1,16,8,7,0.05511782354378026
1,16,8,9,0.07187001276269543
1,16,8,10,0.06417784751778022
1,16,8,8,0.06178270090854235
1,16,8,6,0.061017690801108825
1,16,8,4,0.059216762171805784
1,16,8,3,0.05922199294243721
1,16,8,5,0.0632482886739746
1,16,8,13,0.055467316120219504
1,16,8,14,0.05511782354378026
1,16,8,15,0.05570804575463038
1,16,8,12,0.0736399500919896
1,16,8,1,0.061667097907715455
1,16,6,2,0.0977933291388779
1,16,6,16,0.07212075590889988
1,16,6,11,0.06542363744663648
1,16,6,7,0.06534404215592524
1,16,6,9,0.08893702680583247
1,16,6,10,0.06353868349967944
1,16,6,8,5.981692440161519e-7
1,16,6,6,5.087341037701042e-7
1,16,6,4,0.06542393677579177
1,16,6,3,0.06542374393514602
1,16,6,5,0.06541623202798039
1,16,6,13,0.06876853423938335
1,16,6,14,0.06545503476999825
1,16,6,15,0.05993989123503097
1,16,6,12,0.09099016495569442
1,16,6,1,0.06542388020177552
1,16,4,2,0.08707663032380085
1,16,4,16,0.060231179827193955
1,16,4,11,0.05950867988414608
1,16,4,7,0.06024568158486645
1,16,4,9,0.07940729715937377
1,16,4,10,0.062615294145391
1,16,4,8,0.06258850413398899
1,16,4,6,0.05365185678224965
1,16,4,4,0.05770709766826756
1,16,4,3,0.05771227267498394
1,16,4,5,0.05948882705558165
1,16,4,13,0.05399762350723693
1,16,4,14,0.05365185678224965
1,16,4,15,0.05423578678425319
1,16,4,12,0.08124194867428101
1,16,4,1,0.05663946301213523
1,16,3,2,0.08670768971419933
1,16,3,16,0.06339189661721437
1,16,3,11,0.0574948607276382
1,16,3,7,0.05742489454415083
1,16,3,9,0.07892278600299991
1,16,3,10,0.05583794066943825
1,16,3,8,0.05692922129392772
1,16,3,6,0.057493234828917
1,16,3,4,0.057488351185730924
1,16,3,3,0.057494954333610813
1,16,3,5,0.05744067292998694
1,16,3,13,0.06271670911143017
1,16,3,14,0.05980406281613118
1,16,3,15,0.052674515325165504
1,16,3,12,0.08068313578418874
1,16,3,1,0.05749507411527008
1,16,5,2,0.09640272058008352
1,16,5,16,0.07256920500443009
1,16,5,11,0.06580260621811018
